,year,sex,suicides_no,population,suicides/100k pop,HDI for year,gdp_per_capita,generation,gdp_for_year
20128,2008,1,1,184417,0.54,0.0,87961,4,115270054945.0
20129,2008,0,0,66159,0.0,0.0,87961,4,115270054945.0
20130,2008,0,0,93854,0.0,0.0,87961,0,115270054945.0
20131,2008,0,0,61710,0.0,0.0,87961,3,115270054945.0
20132,2008,0,0,13126,0.0,0.0,87961,5,115270054945.0
20133,2008,0,0,1569,0.0,0.0,87961,5,115270054945.0
20134,2008,1,0,63880,0.0,0.0,87961,3,115270054945.0
20135,2008,1,0,1691,0.0,0.0,87961,5,115270054945.0
20136,2009,1,2,45092,4.44,0.0,64911,5,97798351648.0
20137,2009,1,8,194348,4.12,0.0,64911,4,97798351648.0
20138,2009,1,16,399923,4.0,0.0,64911,2,97798351648.0
20139,2009,1,15,442932,3.39,0.0,64911,0,97798351648.0
20140,2009,0,2,67911,2.95,0.0,64911,4,97798351648.0
20141,2009,0,1,100429,1.0,0.0,64911,2,97798351648.0
20142,2009,0,0,104199,0.0,0.0,64911,0,97798351648.0
20143,2009,0,0,65535,0.0,0.0,64911,3,97798351648.0
20144,2009,0,0,14648,0.0,0.0,64911,5,97798351648.0
20145,2009,0,0,1681,0.0,0.0,64911,5,97798351648.0
20146,2009,1,0,68172,0.0,0.0,64911,3,97798351648.0
20147,2009,1,0,1779,0.0,0.0,64911,5,97798351648.0
20148,2010,1,20,466496,4.29,0.844,74055,2,125122306346.0
20149,2010,1,8,189517,4.22,0.844,74055,4,125122306346.0
20150,2010,1,18,523563,3.44,0.844,74055,2,125122306346.0
20151,2010,0,1,113923,0.88,0.844,74055,2,125122306346.0
20152,2010,0,0,67779,0.0,0.844,74055,4,125122306346.0
20153,2010,0,0,115895,0.0,0.844,74055,2,125122306346.0
20154,2010,0,0,70137,0.0,0.844,74055,3,125122306346.0
20155,2010,0,0,16476,0.0,0.844,74055,5,125122306346.0
20156,2010,0,0,1858,0.0,0.844,74055,5,125122306346.0
20157,2010,1,0,72634,0.0,0.844,74055,3,125122306346.0
20158,2010,1,0,49265,0.0,0.844,74055,5,125122306346.0
20159,2010,1,0,2049,0.0,0.844,74055,5,125122306346.0
20160,2011,1,9,232554,3.87,0.841,90490,4,167775274725.0
20161,2011,1,2,56963,3.51,0.841,90490,0,167775274725.0
20162,2011,1,19,558761,3.4,0.841,90490,2,167775274725.0
20163,2011,1,15,499529,3.0,0.841,90490,4,167775274725.0
20164,2011,0,2,75069,2.66,0.841,90490,4,167775274725.0
20165,2011,0,2,124729,1.6,0.841,90490,2,167775274725.0
20166,2011,0,1,122957,0.81,0.841,90490,4,167775274725.0
20167,2011,0,0,76170,0.0,0.841,90490,3,167775274725.0
20168,2011,0,0,18211,0.0,0.841,90490,0,167775274725.0
20169,2011,0,0,2064,0.0,0.841,90490,5,167775274725.0
20170,2011,1,0,84348,0.0,0.841,90490,3,167775274725.0
20171,2011,1,0,2726,0.0,0.841,90490,5,167775274725.0
20172,2012,1,16,537337,2.98,0.848,93270,4,186833516484.0
20173,2012,0,4,134674,2.97,0.848,93270,2,186833516484.0
20174,2012,1,7,266285,2.63,0.848,93270,4,186833516484.0
20175,2012,1,14,586307,2.39,0.848,93270,2,186833516484.0
20176,2012,1,1,64600,1.55,0.848,93270,0,186833516484.0
20177,2012,0,1,133051,0.75,0.848,93270,4,186833516484.0
20178,2012,0,0,80919,0.0,0.848,93270,4,186833516484.0
20179,2012,0,0,82707,0.0,0.848,93270,3,186833516484.0
20180,2012,0,0,19868,0.0,0.848,93270,0,186833516484.0
20181,2012,0,0,2314,0.0,0.848,93270,5,186833516484.0
20182,2012,1,0,91507,0.0,0.848,93270,3,186833516484.0
20183,2012,1,0,3580,0.0,0.848,93270,5,186833516484.0
20184,2013,1,8,284327,2.81,0.849,93066,4,198727747253.0
20185,2013,1,15,580440,2.58,0.849,93066,4,198727747253.0
20186,2013,1,13,608776,2.14,0.849,93066,2,198727747253.0
20187,2013,0,1,143703,0.7,0.849,93066,4,198727747253.0
20188,2013,0,0,84449,0.0,0.849,93066,4,198727747253.0
20189,2013,0,0,145530,0.0,0.849,93066,2,198727747253.0
20190,2013,0,0,89888,0.0,0.849,93066,3,198727747253.0
20191,2013,0,0,21311,0.0,0.849,93066,0,198727747253.0
20192,2013,0,0,2575,0.0,0.849,93066,5,198727747253.0
20193,2013,1,0,97682,0.0,0.849,93066,3,198727747253.0
20194,2013,1,0,72220,0.0,0.849,93066,0,198727747253.0
20195,2013,1,0,4448,0.0,0.849,93066,5,198727747253.0
20196,2014,0,1,22469,4.45,0.85,91587,0,206224725275.0
20197,2014,1,12,286756,4.18,0.85,91587,4,206224725275.0
20198,2014,1,23,629627,3.65,0.85,91587,2,206224725275.0
20199,2014,1,2,80029,2.5,0.85,91587,0,206224725275.0
20200,2014,1,15,626535,2.39,0.85,91587,4,206224725275.0
20201,2014,0,1,85593,1.17,0.85,91587,4,206224725275.0
20202,2014,0,1,153842,0.65,0.85,91587,4,206224725275.0
20203,2014,0,0,157182,0.0,0.85,91587,2,206224725275.0
20204,2014,0,0,97388,0.0,0.85,91587,3,206224725275.0
20205,2014,0,0,2802,0.0,0.85,91587,5,206224725275.0
20206,2014,1,0,104323,0.0,0.85,91587,3,206224725275.0
20207,2014,1,0,5136,0.0,0.85,91587,5,206224725275.0
20208,2015,1,13,277494,4.68,0.0,69937,4,164641483516.0
20209,2015,1,23,651297,3.53,0.0,69937,2,164641483516.0
20210,2015,1,20,672458,2.97,0.0,69937,4,164641483516.0
20211,2015,0,5,169638,2.95,0.0,69937,2,164641483516.0
20212,2015,0,2,85120,2.35,0.0,69937,4,164641483516.0
20213,2015,0,2,162310,1.23,0.0,69937,4,164641483516.0
20214,2015,1,1,88140,1.13,0.0,69937,0,164641483516.0
20215,2015,0,0,104727,0.0,0.0,69937,3,164641483516.0
20216,2015,0,0,23389,0.0,0.0,69937,0,164641483516.0
20217,2015,0,0,2996,0.0,0.0,69937,5,164641483516.0
20218,2015,1,0,110987,0.0,0.0,69937,3,164641483516.0
20219,2015,1,0,5591,0.0,0.0,69937,5,164641483516.0
20220,2016,1,13,293525,4.43,0.0,62484,4,152451923077.0
20221,2016,1,27,675747,4.0,0.0,62484,2,152451923077.0
20222,2016,1,21,676108,3.11,0.0,62484,4,152451923077.0
20223,2016,1,2,99266,2.01,0.0,62484,0,152451923077.0
20224,2016,0,3,179374,1.67,0.0,62484,2,152451923077.0
20225,2016,0,2,164901,1.21,0.0,62484,4,152451923077.0
20226,2016,0,0,88675,0.0,0.0,62484,4,152451923077.0
20227,2016,0,0,26182,0.0,0.0,62484,0,152451923077.0
20228,2016,0,0,3250,0.0,0.0,62484,5,152451923077.0
20229,2016,1,0,6093,0.0,0.0,62484,5,152451923077.0
20230,1985,1,42,154800,27.13,0.0,2731,1,100273097170.0
20231,1985,1,393,1498300,26.23,0.0,2731,1,100273097170.0
20232,1985,1,903,4285700,21.07,0.0,2731,5,100273097170.0
20233,1985,1,655,3616800,18.11,0.0,2731,0,100273097170.0
20234,1985,1,678,4413000,15.36,0.0,2731,2,100273097170.0
20235,1985,0,38,370700,10.25,0.0,2731,1,100273097170.0
20236,1985,0,161,2000500,8.05,0.0,2731,1,100273097170.0
20237,1985,0,296,4148300,7.14,0.0,2731,2,100273097170.0
20238,1985,0,228,3568800,6.39,0.0,2731,0,100273097170.0
20239,1985,0,262,4267400,6.14,0.0,2731,5,100273097170.0
20240,1985,1,20,4336000,0.46,0.0,2731,2,100273097170.0
20241,1985,0,13,4056400,0.32,0.0,2731,2,100273097170.0
20242,1986,1,59,160500,36.76,0.0,3078,1,115537126326.0
20243,1986,1,377,1555500,24.24,0.0,3078,1,115537126326.0
20244,1986,1,827,4507500,18.35,0.0,3078,5,115537126326.0
20245,1986,1,671,3832600,17.51,0.0,3078,0,115537126326.0
20246,1986,1,616,4499600,13.69,0.0,3078,2,115537126326.0
20247,1986,0,30,378000,7.94,0.0,3078,1,115537126326.0
20248,1986,0,250,3656500,6.84,0.0,3078,0,115537126326.0
20249,1986,0,129,2039900,6.32,0.0,3078,1,115537126326.0
20250,1986,0,237,4244400,5.58,0.0,3078,2,115537126326.0
20251,1986,0,236,4325800,5.46,0.0,3078,5,115537126326.0
20252,1986,1,18,4308100,0.42,0.0,3078,2,115537126326.0
20253,1986,0,8,4032000,0.2,0.0,3078,2,115537126326.0
20254,1987,1,44,163700,26.88,0.0,3834,1,146133338196.0
20255,1987,1,380,1607800,23.63,0.0,3834,1,146133338196.0
20256,1987,1,675,3973800,16.99,0.0,3834,0,146133338196.0
20257,1987,1,781,4617500,16.91,0.0,3834,5,146133338196.0
20258,1987,1,493,4536200,10.87,0.0,3834,2,146133338196.0
20259,1987,0,30,389400,7.7,0.0,3834,1,146133338196.0
20260,1987,0,152,2113500,7.19,0.0,3834,1,146133338196.0
20261,1987,0,254,3813900,6.66,0.0,3834,0,146133338196.0
20262,1987,0,229,4388200,5.22,0.0,3834,5,146133338196.0
20263,1987,0,221,4265300,5.18,0.0,3834,2,146133338196.0
20264,1987,1,27,4259100,0.63,0.0,3834,2,146133338196.0
20265,1987,0,15,3986500,0.38,0.0,3834,2,146133338196.0
20266,1988,1,44,179000,24.58,0.0,5089,1,196964195387.0
20267,1988,1,281,1684400,16.68,0.0,5089,1,196964195387.0
20268,1988,1,691,4699000,14.71,0.0,5089,5,196964195387.0
20269,1988,1,575,4136900,13.9,0.0,5089,0,196964195387.0
20270,1988,0,47,412300,11.4,0.0,5089,1,196964195387.0
20271,1988,1,513,4503000,11.39,0.0,5089,2,196964195387.0
20272,1988,0,141,2207300,6.39,0.0,5089,1,196964195387.0
20273,1988,0,206,3966200,5.19,0.0,5089,0,196964195387.0
20274,1988,0,212,4255900,4.98,0.0,5089,2,196964195387.0
20275,1988,0,213,4499800,4.73,0.0,5089,5,196964195387.0
20276,1988,1,14,4211600,0.33,0.0,5089,2,196964195387.0
20277,1988,0,12,3945100,0.3,0.0,5089,2,196964195387.0
20278,1989,1,59,186600,31.62,0.0,6217,1,243526047717.0
20279,1989,1,314,1763900,17.8,0.0,6217,1,243526047717.0
20280,1989,1,693,4820500,14.38,0.0,6217,5,243526047717.0
20281,1989,1,574,4239100,13.54,0.0,6217,0,243526047717.0
20282,1989,0,46,429800,10.7,0.0,6217,1,243526047717.0
20283,1989,1,464,4502500,10.31,0.0,6217,2,243526047717.0
20284,1989,0,136,2301300,5.91,0.0,6217,1,243526047717.0
20285,1989,0,233,4069200,5.73,0.0,6217,0,243526047717.0
20286,1989,0,262,4618800,5.67,0.0,6217,5,243526047717.0
20287,1989,0,207,4256500,4.86,0.0,6217,2,243526047717.0
20288,1989,1,20,4122100,0.49,0.0,6217,2,243526047717.0
20289,1989,0,15,3861200,0.39,0.0,6217,2,243526047717.0
20290,1990,1,53,194400,27.26,0.0,7056,1,279349355714.0
20291,1990,1,352,1859100,18.93,0.0,7056,1,279349355714.0
20292,1990,1,736,4981300,14.78,0.0,7056,5,279349355714.0
20293,1990,1,550,4270100,12.88,0.0,7056,0,279349355714.0
20294,1990,0,52,450100,11.55,0.0,7056,1,279349355714.0
20295,1990,1,480,4502200,10.66,0.0,7056,2,279349355714.0
20296,1990,0,269,4102400,6.56,0.0,7056,0,279349355714.0
20297,1990,0,153,2400600,6.37,0.0,7056,1,279349355714.0
20298,1990,0,232,4250500,5.46,0.0,7056,2,279349355714.0
20299,1990,0,242,4781300,5.06,0.0,7056,5,279349355714.0
20300,1990,1,26,4028200,0.65,0.0,7056,2,279349355714.0
20301,1990,0,14,3769300,0.37,0.0,7056,2,279349355714.0
20302,1991,1,55,203800,26.99,0.0,8145,1,325734233313.0
20303,1991,1,331,1948900,16.98,0.0,8145,5,325734233313.0
20304,1991,1,708,5151700,13.74,0.0,8145,0,325734233313.0
20305,1991,1,568,4281300,13.27,0.0,8145,0,325734233313.0
20306,1991,0,56,469000,11.94,0.0,8145,1,325734233313.0
20307,1991,1,451,4484500,10.06,0.0,8145,2,325734233313.0
20308,1991,0,154,2489000,6.19,0.0,8145,5,325734233313.0
20309,1991,0,247,4115000,6.0,0.0,8145,0,325734233313.0
20310,1991,0,256,4951200,5.17,0.0,8145,0,325734233313.0
20311,1991,0,201,4226500,4.76,0.0,8145,2,325734233313.0
20312,1991,1,26,3973100,0.65,0.0,8145,4,325734233313.0
20313,1991,0,16,3699700,0.43,0.0,8145,4,325734233313.0
20314,1992,1,56,214000,26.17,0.0,8671,1,350051111253.0
20315,1992,1,438,2042700,21.44,0.0,8671,5,350051111253.0
20316,1992,1,823,5317000,15.48,0.0,8671,0,350051111253.0
20317,1992,1,644,4294600,15.0,0.0,8671,0,350051111253.0
20318,1992,0,60,487200,12.32,0.0,8671,1,350051111253.0
20319,1992,1,480,4456500,10.77,0.0,8671,2,350051111253.0
20320,1992,0,182,2578400,7.06,0.0,8671,5,350051111253.0
20321,1992,0,267,4125000,6.47,0.0,8671,0,350051111253.0
20322,1992,0,312,5119600,6.09,0.0,8671,0,350051111253.0
20323,1992,0,222,4195700,5.29,0.0,8671,2,350051111253.0
20324,1992,1,26,3906100,0.67,0.0,8671,4,350051111253.0
20325,1992,0,23,3634400,0.63,0.0,8671,4,350051111253.0
20326,1993,1,91,221700,41.05,0.0,9479,1,386302839274.0
20327,1993,1,524,2145400,24.42,0.0,9479,5,386302839274.0
20328,1993,1,1040,5494900,18.93,0.0,9479,0,386302839274.0
20329,1993,0,91,501700,18.14,0.0,9479,1,386302839274.0
20330,1993,1,646,4306500,15.0,0.0,9479,0,386302839274.0
20331,1993,1,522,4405500,11.85,0.0,9479,2,386302839274.0
20332,1993,0,322,4131600,7.79,0.0,9479,0,386302839274.0
20333,1993,0,207,2673200,7.74,0.0,9479,5,386302839274.0
20334,1993,0,381,5301200,7.19,0.0,9479,0,386302839274.0
20335,1993,0,253,4146800,6.1,0.0,9479,2,386302839274.0
20336,1993,1,25,3855600,0.65,0.0,9479,4,386302839274.0
20337,1993,0,22,3570700,0.62,0.0,9479,4,386302839274.0
20338,1994,1,105,227600,46.13,0.0,11073,1,455602962225.0
20339,1994,1,546,2249100,24.28,0.0,11073,5,455602962225.0
20340,1994,0,93,512500,18.15,0.0,11073,1,455602962225.0
20341,1994,1,1025,5690100,18.01,0.0,11073,0,455602962225.0
20342,1994,1,681,4326600,15.74,0.0,11073,0,455602962225.0
20343,1994,1,479,4353800,11.0,0.0,11073,2,455602962225.0
20344,1994,0,264,2774600,9.51,0.0,11073,5,455602962225.0
20345,1994,0,337,4144000,8.13,0.0,11073,0,455602962225.0
20346,1994,0,383,5495100,6.97,0.0,11073,0,455602962225.0
20347,1994,0,243,4098900,5.93,0.0,11073,2,455602962225.0
20348,1994,0,30,3485300,0.86,0.0,11073,4,455602962225.0
20349,1994,1,26,3787700,0.69,0.0,11073,4,455602962225.0
20350,1995,1,126,265000,47.55,0.0,13217,1,556130926913.0
20351,1995,1,638,2212100,28.84,0.0,13217,5,556130926913.0
20352,1995,1,1265,5928800,21.34,0.0,13217,0,556130926913.0
20353,1995,0,112,593200,18.88,0.0,13217,1,556130926913.0
20354,1995,1,759,4627000,16.4,0.0,13217,2,556130926913.0
20355,1995,1,501,4349400,11.52,0.0,13217,2,556130926913.0
20356,1995,0,281,2860400,9.82,0.0,13217,5,556130926913.0
20357,1995,0,373,4375500,8.52,0.0,13217,2,556130926913.0
20358,1995,0,427,5725200,7.46,0.0,13217,0,556130926913.0
20359,1995,0,301,4120600,7.3,0.0,13217,2,556130926913.0
20360,1995,0,28,3367300,0.83,0.0,13217,4,556130926913.0
20361,1995,1,30,3651900,0.82,0.0,13217,4,556130926913.0
20362,1996,1,166,279100,59.48,0.0,14071,1,598099073901.0
20363,1996,1,796,2313200,34.41,0.0,14071,5,598099073901.0
20364,1996,1,1533,6178700,24.81,0.0,14071,0,598099073901.0
20365,1996,0,150,616700,24.32,0.0,14071,1,598099073901.0
20366,1996,1,893,4615200,19.35,0.0,14071,2,598099073901.0
20367,1996,1,619,4291000,14.43,0.0,14071,2,598099073901.0
20368,1996,0,314,2965200,10.59,0.0,14071,5,598099073901.0
20369,1996,0,408,4363000,9.35,0.0,14071,2,598099073901.0
20370,1996,0,367,4070800,9.02,0.0,14071,2,598099073901.0
20371,1996,0,532,5968300,8.91,0.0,14071,0,598099073901.0
20372,1996,0,44,3272200,1.34,0.0,14071,4,598099073901.0
20373,1996,1,35,3573700,0.98,0.0,14071,4,598099073901.0
20374,1997,1,198,296400,66.8,0.0,12978,1,557503074772.0
20375,1997,1,868,2438200,35.6,0.0,12978,5,557503074772.0
20376,1997,0,173,647600,26.71,0.0,12978,1,557503074772.0
20377,1997,1,1656,6387700,25.92,0.0,12978,0,557503074772.0
20378,1997,1,881,4602700,19.14,0.0,12978,2,557503074772.0
20379,1997,1,528,4231500,12.48,0.0,12978,2,557503074772.0
20380,1997,0,341,3087800,11.04,0.0,12978,5,557503074772.0
20381,1997,0,458,4358400,10.51,0.0,12978,2,557503074772.0
20382,1997,0,535,6163400,8.68,0.0,12978,0,557503074772.0
20383,1997,0,321,4021600,7.98,0.0,12978,2,557503074772.0
20384,1997,0,34,3201300,1.06,0.0,12978,4,557503074772.0
20385,1997,1,31,3519500,0.88,0.0,12978,4,557503074772.0
20386,1998,1,258,316200,81.59,0.0,8624,1,374241351752.0
20387,1998,1,1398,2550700,54.81,0.0,8624,5,374241351752.0
20388,1998,1,2644,6568200,40.25,0.0,8624,0,374241351752.0
20389,1998,0,230,684600,33.6,0.0,8624,1,374241351752.0
20390,1998,1,1240,4604300,26.93,0.0,8624,2,374241351752.0
20391,1998,1,629,4166000,15.1,0.0,8624,2,374241351752.0
20392,1998,0,479,3195400,14.99,0.0,8624,5,374241351752.0
20393,1998,0,533,4381500,12.16,0.0,8624,2,374241351752.0
20394,1998,0,714,6323400,11.29,0.0,8624,0,374241351752.0
20395,1998,0,371,3956800,9.38,0.0,8624,2,374241351752.0
20396,1998,0,42,3153700,1.33,0.0,8624,4,374241351752.0
20397,1998,1,31,3494900,0.89,0.0,8624,4,374241351752.0
20398,1999,1,252,332800,75.72,0.0,11074,1,485248229337.0
20399,1999,1,1201,2634700,45.58,0.0,11074,5,485248229337.0
20400,1999,1,2087,6758500,30.88,0.0,11074,0,485248229337.0
20401,1999,0,213,712800,29.88,0.0,11074,1,485248229337.0
20402,1999,1,901,4611200,19.54,0.0,11074,2,485248229337.0
20403,1999,0,464,3280700,14.14,0.0,11074,5,485248229337.0
20404,1999,1,496,4071500,12.18,0.0,11074,2,485248229337.0
20405,1999,0,683,6497300,10.51,0.0,11074,0,485248229337.0
20406,1999,0,411,4405400,9.33,0.0,11074,2,485248229337.0
20407,1999,0,306,3859400,7.93,0.0,11074,2,485248229337.0
20408,1999,0,30,3143200,0.95,0.0,11074,4,485248229337.0
20409,1999,1,31,3509800,0.88,0.0,11074,4,485248229337.0
20410,2000,1,282,346040,81.49,0.0,12686,1,561633125840.0
20411,2000,1,1133,2714103,41.74,0.0,12686,5,561633125840.0
20412,2000,0,238,737452,32.27,0.0,12686,1,561633125840.0
20413,2000,1,1890,6980476,27.08,0.0,12686,0,561633125840.0
20414,2000,1,748,4584802,16.31,0.0,12686,2,561633125840.0
20415,2000,0,481,3355684,14.33,0.0,12686,5,561633125840.0
20416,2000,1,408,3982626,10.24,0.0,12686,2,561633125840.0
20417,2000,0,616,6714173,9.17,0.0,12686,0,561633125840.0
20418,2000,0,353,4386309,8.05,0.0,12686,2,561633125840.0
20419,2000,0,265,3767475,7.03,0.0,12686,2,561633125840.0
20420,2000,1,20,3544949,0.56,0.0,12686,4,561633125840.0
20421,2000,0,10,3157654,0.32,0.0,12686,4,561633125840.0
20422,2001,1,328,359104,91.34,0.0,11922,5,533052076314.0
20423,2001,1,1331,2796018,47.6,0.0,11922,5,533052076314.0
20424,2001,0,306,766768,39.91,0.0,11922,5,533052076314.0
20425,2001,1,1989,7195715,27.64,0.0,11922,0,533052076314.0
20426,2001,1,835,4535491,18.41,0.0,11922,2,533052076314.0
20427,2001,0,520,3424102,15.19,0.0,11922,5,533052076314.0
20428,2001,0,640,6918865,9.25,0.0,11922,0,533052076314.0
20429,2001,1,356,3912425,9.1,0.0,11922,4,533052076314.0
20430,2001,0,344,4355767,7.9,0.0,11922,2,533052076314.0
20431,2001,0,228,3688341,6.18,0.0,11922,4,533052076314.0
20432,2001,0,21,3180198,0.66,0.0,11922,4,533052076314.0
20433,2001,1,13,3578071,0.36,0.0,11922,4,533052076314.0
20434,2002,1,489,374816,130.46,0.0,13501,5,609020054512.0
20435,2002,0,491,801199,61.28,0.0,13501,5,609020054512.0
20436,2002,1,1648,2906720,56.7,0.0,13501,5,609020054512.0
20437,2002,1,2444,7370094,33.16,0.0,13501,0,609020054512.0
20438,2002,1,970,4480596,21.65,0.0,13501,2,609020054512.0
20439,2002,0,664,3519055,18.87,0.0,13501,5,609020054512.0
20440,2002,0,845,7092799,11.91,0.0,13501,0,609020054512.0
20441,2002,1,374,3836446,9.75,0.0,13501,4,609020054512.0
20442,2002,0,401,4314215,9.29,0.0,13501,2,609020054512.0
20443,2002,0,254,3602297,7.05,0.0,13501,4,609020054512.0
20444,2002,0,17,3205108,0.53,0.0,13501,4,609020054512.0
20445,2002,1,14,3606696,0.39,0.0,13501,4,609020054512.0
20446,2003,1,674,394465,170.86,0.0,14971,5,680520724062.0
20447,2003,1,2239,3032808,73.83,0.0,14971,5,680520724062.0
20448,2003,0,601,843447,71.26,0.0,14971,5,680520724062.0
20449,2003,1,3005,7532153,39.9,0.0,14971,0,680520724062.0
20450,2003,1,1086,4394597,24.71,0.0,14971,2,680520724062.0
20451,2003,0,855,3624827,23.59,0.0,14971,5,680520724062.0
20452,2003,0,1091,7273425,15.0,0.0,14971,0,680520724062.0
20453,2003,1,495,3769703,13.13,0.0,14971,4,680520724062.0
20454,2003,0,503,4221700,11.91,0.0,14971,2,680520724062.0
20455,2003,0,316,3526768,8.96,0.0,14971,4,680520724062.0
20456,2003,0,18,3221172,0.56,0.0,14971,4,680520724062.0
20457,2003,1,15,3620823,0.41,0.0,14971,4,680520724062.0
20458,2004,1,722,417832,172.8,0.0,16708,5,764880644711.0
20459,2004,1,2574,3153226,81.63,0.0,16708,5,764880644711.0
20460,2004,0,695,890935,78.01,0.0,16708,5,764880644711.0
20461,2004,1,3227,7713408,41.84,0.0,16708,0,764880644711.0
20462,2004,0,969,3722261,26.03,0.0,16708,5,764880644711.0
20463,2004,1,912,4306280,21.18,0.0,16708,2,764880644711.0
20464,2004,0,1154,7465643,15.46,0.0,16708,0,764880644711.0
20465,2004,0,496,4130154,12.01,0.0,16708,2,764880644711.0
20466,2004,1,423,3697288,11.44,0.0,16708,4,764880644711.0
20467,2004,0,277,3443539,8.04,0.0,16708,4,764880644711.0
20468,2004,0,22,3222667,0.68,0.0,16708,4,764880644711.0
20469,2004,1,21,3616737,0.58,0.0,16708,4,764880644711.0
20470,2005,1,780,442349,176.33,0.0,19460,5,898137194716.0
20471,2005,1,2680,3271489,81.92,0.0,19460,5,898137194716.0
20472,2005,0,700,942895,74.24,0.0,19460,5,898137194716.0
20473,2005,1,3109,7909318,39.31,0.0,19460,0,898137194716.0
20474,2005,0,986,3815878,25.84,0.0,19460,5,898137194716.0
20475,2005,1,1010,4254877,23.74,0.0,19460,2,898137194716.0
20476,2005,0,679,4080577,16.64,0.0,19460,2,898137194716.0
20477,2005,0,1179,7663628,15.38,0.0,19460,0,898137194716.0
20478,2005,0,421,3334069,12.63,0.0,19460,4,898137194716.0
20479,2005,1,426,3606285,11.81,0.0,19460,4,898137194716.0
20480,2005,0,20,3223612,0.62,0.0,19460,4,898137194716.0
20481,2005,1,21,3606907,0.58,0.0,19460,4,898137194716.0
20482,2006,1,722,466922,154.63,0.0,21753,5,1011797457139.0
20483,2006,1,2506,3379258,74.16,0.0,21753,5,1011797457139.0
20484,2006,0,700,995303,70.33,0.0,21753,5,1011797457139.0
20485,2006,1,2878,8129944,35.4,0.0,21753,0,1011797457139.0
20486,2006,0,895,3899641,22.95,0.0,21753,5,1011797457139.0
20487,2006,1,764,4206010,18.16,0.0,21753,2,1011797457139.0
20488,2006,0,1036,7878811,13.15,0.0,21753,0,1011797457139.0
20489,2006,0,490,4032326,12.15,0.0,21753,2,1011797457139.0
20490,2006,1,342,3529544,9.69,0.0,21753,4,1011797457139.0
20491,2006,0,285,3240878,8.79,0.0,21753,4,1011797457139.0
20492,2006,0,20,3194081,0.63,0.0,21753,4,1011797457139.0
20493,2006,1,15,3561246,0.42,0.0,21753,4,1011797457139.0
20494,2007,1,860,497517,172.86,0.0,23982,5,1122679154632.0
20495,2007,1,2553,3510578,72.72,0.0,23982,5,1122679154632.0
20496,2007,0,743,1052764,70.58,0.0,23982,5,1122679154632.0
20497,2007,1,2902,8320051,34.88,0.0,23982,0,1122679154632.0
20498,2007,0,984,4009684,24.54,0.0,23982,5,1122679154632.0
20499,2007,1,997,4158963,23.97,0.0,23982,2,1122679154632.0
20500,2007,0,908,3988315,22.77,0.0,23982,2,1122679154632.0
20501,2007,0,1297,8058659,16.09,0.0,23982,0,1122679154632.0
20502,2007,0,467,3173279,14.72,0.0,23982,4,1122679154632.0
20503,2007,1,410,3478791,11.79,0.0,23982,4,1122679154632.0
20504,2007,0,28,3108585,0.9,0.0,23982,3,1122679154632.0
20505,2007,1,25,3457021,0.72,0.0,23982,3,1122679154632.0
20506,2008,1,828,534462,154.92,0.0,21278,5,1002219052968.0
20507,2008,1,2686,3658864,73.41,0.0,21278,5,1002219052968.0
20508,2008,0,755,1118039,67.53,0.0,21278,5,1002219052968.0
20509,2008,1,3265,8479364,38.51,0.0,21278,0,1002219052968.0
20510,2008,0,943,3931977,23.98,0.0,21278,2,1002219052968.0
20511,2008,1,977,4106089,23.79,0.0,21278,2,1002219052968.0
20512,2008,0,964,4138869,23.29,0.0,21278,5,1002219052968.0
20513,2008,0,1500,8209985,18.27,0.0,21278,0,1002219052968.0
20514,2008,1,481,3456651,13.92,0.0,21278,4,1002219052968.0
20515,2008,0,410,3128527,13.11,0.0,21278,4,1002219052968.0
20516,2008,0,26,3008336,0.86,0.0,21278,3,1002219052968.0
20517,2008,1,23,3330584,0.69,0.0,21278,3,1002219052968.0
20518,2009,1,1006,578635,173.86,0.0,19036,5,901934953365.0
20519,2009,1,3025,3806592,79.47,0.0,19036,5,901934953365.0
20520,2009,0,920,1191463,77.22,0.0,19036,5,901934953365.0
20521,2009,1,4048,8621339,46.95,0.0,19036,0,901934953365.0
20522,2009,1,1260,4022361,31.32,0.0,19036,2,901934953365.0
20523,2009,0,1121,3844207,29.16,0.0,19036,2,901934953365.0
20524,2009,0,1152,4264449,27.01,0.0,19036,5,901934953365.0
20525,2009,0,1780,8350429,21.32,0.0,19036,0,901934953365.0
20526,2009,1,549,3472834,15.81,0.0,19036,4,901934953365.0
20527,2009,0,460,3120462,14.74,0.0,19036,4,901934953365.0
20528,2009,0,42,2908040,1.44,0.0,19036,3,901934953365.0
20529,2009,1,39,3199206,1.22,0.0,19036,3,901934953365.0
20530,2010,1,1152,631853,182.32,0.0,22994,5,1094499338703.0
20531,2010,1,3298,3986626,82.73,0.0,22994,5,1094499338703.0
20532,2010,0,914,1275018,71.69,0.0,22994,5,1094499338703.0
20533,2010,1,4050,8681362,46.65,0.0,22994,2,1094499338703.0
20534,2010,1,1301,3936496,33.05,0.0,22994,2,1094499338703.0
20535,2010,0,1200,4424476,27.12,0.0,22994,5,1094499338703.0
20536,2010,0,972,3756347,25.88,0.0,22994,2,1094499338703.0
20537,2010,0,1745,8411310,20.75,0.0,22994,2,1094499338703.0
20538,2010,1,493,3509674,14.05,0.0,22994,4,1094499338703.0
